,baserunning,batting,color,day,defense,emoji,pitching,season,team
2248,2.555555556,2.611111111,#780018,100,2.944444444,💋,2.0,3,Lovers
2249,1.944444444,2.388888889,#3ee652,100,2.333333333,🏝,1.7,3,Fridays
2250,2.055555556,2.444444444,#399d8f,100,3.833333333,🥧,1.5,3,Pies
2251,2.166666667,1.944444444,#2b4075,100,2.555555556,🎸,1.5,3,Garages
2252,1.888888889,2.666666667,#6388ad,100,2.333333333,👐,1.7,3,Jazz Hands
2253,2.277777778,2.166666667,#fffbab,100,2.611111111,🌞,1.4,3,Sunbeams
2254,1.944444444,1.777777778,#8c2a3e,100,2.333333333,🔥,1.4,3,Firefighters
2255,2.944444444,1.611111111,#178f55,100,2.055555556,🍬,2.2,3,Breath Mints
2256,2.277777778,3.166666667,#5c1c1c,100,2.555555556,🐅,2.4,3,Tigers
2257,1.666666667,2.166666667,#67556b,100,2.722222222,🕵,1.2,3,Spies
2258,2.333333333,2.055555556,#d15700,100,2.722222222,🍗,2.3,3,Wild Wings
2259,2.444444444,2.222222222,#593037,100,3.0,🦀,1.9,3,Crabs
2260,1.944444444,1.666666667,#64376e,101,2.333333333,🌮,1.2,3,Tacos
2261,1.944444444,1.833333333,#9141ba,101,2.166666667,🚤,2.4,3,Dale
2262,2.0,2.222222222,#f7d1ff,101,2.666666667,🌹,1.9,3,Flowers
2263,2.222222222,2.833333333,#ffd4d8,101,2.5,📱,2.4,3,Millennials
2264,2.666666667,2.0,#f5feff,101,2.722222222,🗣,2.6,3,Moist Talkers
2265,1.944444444,2.888888889,#ffce0a,101,2.555555556,👟,1.2,3,Shoe Thieves
2266,2.611111111,2.277777778,#bf0043,101,2.611111111,✨,2.0,3,Magic
2267,2.444444444,2.333333333,#8c8d8f,101,2.833333333,🥩,2.1,3,Steaks
2268,2.555555556,2.611111111,#780018,101,2.944444444,💋,2.0,3,Lovers
2269,1.944444444,2.388888889,#3ee652,101,2.333333333,🏝,1.7,3,Fridays
2270,2.055555556,2.444444444,#399d8f,101,3.833333333,🥧,1.5,3,Pies
2271,2.166666667,1.944444444,#2b4075,101,2.555555556,🎸,1.5,3,Garages
2272,1.888888889,2.666666667,#6388ad,101,2.333333333,👐,1.7,3,Jazz Hands
2273,2.277777778,2.166666667,#fffbab,101,2.611111111,🌞,1.4,3,Sunbeams
2274,1.944444444,1.777777778,#8c2a3e,101,2.333333333,🔥,1.4,3,Firefighters
2275,2.944444444,1.611111111,#178f55,101,2.055555556,🍬,2.2,3,Breath Mints
2276,2.277777778,3.166666667,#5c1c1c,101,2.555555556,🐅,2.4,3,Tigers
2277,1.666666667,2.166666667,#67556b,101,2.722222222,🕵,1.2,3,Spies
2278,2.333333333,2.055555556,#d15700,101,2.722222222,🍗,2.3,3,Wild Wings
2279,2.444444444,2.222222222,#593037,101,3.0,🦀,1.9,3,Crabs
2280,1.944444444,1.666666667,#64376e,102,2.333333333,🌮,1.2,3,Tacos
2281,1.944444444,1.833333333,#9141ba,102,2.166666667,🚤,2.4,3,Dale
2282,2.0,2.222222222,#f7d1ff,102,2.666666667,🌹,1.9,3,Flowers
2283,2.222222222,2.833333333,#ffd4d8,102,2.5,📱,2.4,3,Millennials
2284,2.666666667,2.0,#f5feff,102,2.722222222,🗣,2.6,3,Moist Talkers
2285,1.944444444,2.888888889,#ffce0a,102,2.555555556,👟,1.2,3,Shoe Thieves
2286,2.611111111,2.277777778,#bf0043,102,2.611111111,✨,2.0,3,Magic
2287,2.444444444,2.333333333,#8c8d8f,102,2.833333333,🥩,2.1,3,Steaks
2288,2.555555556,2.611111111,#780018,102,2.944444444,💋,2.0,3,Lovers
2289,1.944444444,2.388888889,#3ee652,102,2.333333333,🏝,1.7,3,Fridays
2290,2.055555556,2.444444444,#399d8f,102,3.833333333,🥧,1.5,3,Pies
2291,2.166666667,1.944444444,#2b4075,102,2.555555556,🎸,1.5,3,Garages
2292,1.888888889,2.666666667,#6388ad,102,2.333333333,👐,1.7,3,Jazz Hands
2293,2.277777778,2.166666667,#fffbab,102,2.611111111,🌞,1.4,3,Sunbeams
2294,1.944444444,1.777777778,#8c2a3e,102,2.333333333,🔥,1.4,3,Firefighters
2295,2.944444444,1.611111111,#178f55,102,2.055555556,🍬,2.2,3,Breath Mints
2296,2.277777778,3.166666667,#5c1c1c,102,2.555555556,🐅,2.4,3,Tigers
2297,1.666666667,2.166666667,#67556b,102,2.722222222,🕵,1.2,3,Spies
2298,2.333333333,2.055555556,#d15700,102,2.722222222,🍗,2.3,3,Wild Wings
2299,2.444444444,2.222222222,#593037,102,3.0,🦀,1.9,3,Crabs
2300,1.944444444,1.666666667,#64376e,103,2.333333333,🌮,1.2,3,Tacos
2301,1.944444444,1.833333333,#9141ba,103,2.166666667,🚤,2.4,3,Dale
2302,2.0,2.222222222,#f7d1ff,103,2.666666667,🌹,1.9,3,Flowers
2303,2.222222222,2.833333333,#ffd4d8,103,2.5,📱,2.4,3,Millennials
2304,2.666666667,2.0,#f5feff,103,2.722222222,🗣,2.6,3,Moist Talkers
2305,1.944444444,2.888888889,#ffce0a,103,2.555555556,👟,1.2,3,Shoe Thieves
2306,2.611111111,2.277777778,#bf0043,103,2.611111111,✨,2.0,3,Magic
2307,2.444444444,2.333333333,#8c8d8f,103,2.833333333,🥩,2.1,3,Steaks
2308,2.555555556,2.611111111,#780018,103,2.944444444,💋,2.0,3,Lovers
2309,1.944444444,2.388888889,#3ee652,103,2.333333333,🏝,1.7,3,Fridays
2310,2.055555556,2.444444444,#399d8f,103,3.833333333,🥧,1.5,3,Pies
2311,2.166666667,1.944444444,#2b4075,103,2.555555556,🎸,1.5,3,Garages
2312,1.888888889,2.666666667,#6388ad,103,2.333333333,👐,1.7,3,Jazz Hands
2313,2.277777778,2.166666667,#fffbab,103,2.611111111,🌞,1.4,3,Sunbeams
2314,1.944444444,1.777777778,#8c2a3e,103,2.333333333,🔥,1.4,3,Firefighters
2315,2.944444444,1.611111111,#178f55,103,2.055555556,🍬,2.2,3,Breath Mints
2316,2.277777778,3.166666667,#5c1c1c,103,2.555555556,🐅,2.4,3,Tigers
2317,1.666666667,2.166666667,#67556b,103,2.722222222,🕵,1.2,3,Spies
2318,2.333333333,2.055555556,#d15700,103,2.722222222,🍗,2.3,3,Wild Wings
2319,2.444444444,2.222222222,#593037,103,3.0,🦀,1.9,3,Crabs
2320,1.944444444,1.666666667,#64376e,104,2.333333333,🌮,1.2,3,Tacos
2321,1.944444444,1.833333333,#9141ba,104,2.166666667,🚤,2.4,3,Dale
2322,2.0,2.222222222,#f7d1ff,104,2.666666667,🌹,1.9,3,Flowers
2323,2.222222222,2.833333333,#ffd4d8,104,2.5,📱,2.4,3,Millennials
2324,2.666666667,2.0,#f5feff,104,2.722222222,🗣,2.6,3,Moist Talkers
2325,1.944444444,2.888888889,#ffce0a,104,2.555555556,👟,1.2,3,Shoe Thieves
2326,2.611111111,2.277777778,#bf0043,104,2.611111111,✨,2.0,3,Magic
2327,2.444444444,2.388888889,#8c8d8f,104,2.555555556,🥩,2.1,3,Steaks
2328,2.555555556,2.611111111,#780018,104,2.944444444,💋,2.0,3,Lovers
2329,1.944444444,2.388888889,#3ee652,104,2.333333333,🏝,1.7,3,Fridays
2330,2.055555556,2.444444444,#399d8f,104,3.833333333,🥧,1.5,3,Pies
2331,2.166666667,1.944444444,#2b4075,104,2.555555556,🎸,1.5,3,Garages
2332,1.888888889,2.666666667,#6388ad,104,2.333333333,👐,1.7,3,Jazz Hands
2333,2.277777778,2.166666667,#fffbab,104,2.611111111,🌞,1.4,3,Sunbeams
2334,1.944444444,1.777777778,#8c2a3e,104,2.333333333,🔥,1.4,3,Firefighters
2335,2.944444444,1.611111111,#178f55,104,2.055555556,🍬,2.2,3,Breath Mints
2336,2.277777778,3.166666667,#5c1c1c,104,2.555555556,🐅,2.4,3,Tigers
2337,1.666666667,2.166666667,#67556b,104,2.722222222,🕵,1.2,3,Spies
2338,2.333333333,2.055555556,#d15700,104,2.722222222,🍗,2.3,3,Wild Wings
2339,2.444444444,2.222222222,#593037,104,3.0,🦀,1.9,3,Crabs
2340,1.944444444,1.666666667,#64376e,105,2.333333333,🌮,1.2,3,Tacos
2341,1.944444444,1.833333333,#9141ba,105,2.166666667,🚤,2.4,3,Dale
2342,2.0,2.222222222,#f7d1ff,105,2.666666667,🌹,1.9,3,Flowers
2343,2.222222222,2.833333333,#ffd4d8,105,2.5,📱,2.4,3,Millennials
2344,2.666666667,2.0,#f5feff,105,2.722222222,🗣,2.6,3,Moist Talkers
2345,1.944444444,2.888888889,#ffce0a,105,2.555555556,👟,1.2,3,Shoe Thieves
2346,2.611111111,2.277777778,#bf0043,105,2.611111111,✨,2.0,3,Magic
2347,2.444444444,2.388888889,#8c8d8f,105,2.555555556,🥩,2.1,3,Steaks
2348,2.555555556,2.611111111,#780018,105,2.944444444,💋,2.0,3,Lovers
2349,1.944444444,2.388888889,#3ee652,105,2.333333333,🏝,1.7,3,Fridays
2350,2.055555556,2.444444444,#399d8f,105,3.833333333,🥧,1.5,3,Pies
2351,2.166666667,1.944444444,#2b4075,105,2.555555556,🎸,1.5,3,Garages
2352,1.888888889,2.666666667,#6388ad,105,2.333333333,👐,1.7,3,Jazz Hands
2353,2.277777778,2.166666667,#fffbab,105,2.611111111,🌞,1.4,3,Sunbeams
2354,1.944444444,1.777777778,#8c2a3e,105,2.333333333,🔥,1.4,3,Firefighters
2355,2.944444444,1.611111111,#178f55,105,2.055555556,🍬,2.2,3,Breath Mints
2356,2.277777778,3.166666667,#5c1c1c,105,2.555555556,🐅,2.4,3,Tigers
2357,1.666666667,2.166666667,#67556b,105,2.722222222,🕵,1.2,3,Spies
2358,2.333333333,2.055555556,#d15700,105,2.722222222,🍗,2.3,3,Wild Wings
2359,2.444444444,2.222222222,#593037,105,3.0,🦀,1.9,3,Crabs
2360,1.944444444,1.666666667,#64376e,106,2.333333333,🌮,1.2,3,Tacos
2361,1.944444444,1.833333333,#9141ba,106,2.166666667,🚤,2.4,3,Dale
2362,2.0,2.222222222,#f7d1ff,106,2.666666667,🌹,1.9,3,Flowers
2363,2.222222222,2.833333333,#ffd4d8,106,2.5,📱,2.4,3,Millennials
2364,2.666666667,2.0,#f5feff,106,2.722222222,🗣,2.6,3,Moist Talkers
2365,1.944444444,2.888888889,#ffce0a,106,2.555555556,👟,1.2,3,Shoe Thieves
2366,2.611111111,2.277777778,#bf0043,106,2.611111111,✨,2.0,3,Magic
2367,2.444444444,2.388888889,#8c8d8f,106,2.555555556,🥩,2.1,3,Steaks
2368,2.555555556,2.611111111,#780018,106,2.944444444,💋,2.0,3,Lovers
2369,1.944444444,2.388888889,#3ee652,106,2.333333333,🏝,1.7,3,Fridays
2370,2.055555556,2.444444444,#399d8f,106,3.833333333,🥧,1.5,3,Pies
2371,2.166666667,1.944444444,#2b4075,106,2.555555556,🎸,1.5,3,Garages
2372,1.888888889,2.666666667,#6388ad,106,2.333333333,👐,1.7,3,Jazz Hands
2373,2.277777778,2.166666667,#fffbab,106,2.611111111,🌞,1.4,3,Sunbeams
2374,1.944444444,1.777777778,#8c2a3e,106,2.333333333,🔥,1.4,3,Firefighters
2375,2.944444444,1.611111111,#178f55,106,2.055555556,🍬,2.2,3,Breath Mints
2376,2.277777778,3.166666667,#5c1c1c,106,2.555555556,🐅,2.4,3,Tigers
2377,1.666666667,2.166666667,#67556b,106,2.722222222,🕵,1.2,3,Spies
2378,2.333333333,2.055555556,#d15700,106,2.722222222,🍗,2.3,3,Wild Wings
2379,2.444444444,2.222222222,#593037,106,3.0,🦀,1.9,3,Crabs
2380,1.944444444,1.666666667,#64376e,107,2.333333333,🌮,1.2,3,Tacos
2381,1.944444444,1.833333333,#9141ba,107,2.166666667,🚤,2.4,3,Dale
2382,2.0,2.222222222,#f7d1ff,107,2.666666667,🌹,1.9,3,Flowers
2383,2.222222222,2.833333333,#ffd4d8,107,2.5,📱,2.4,3,Millennials
2384,2.666666667,2.0,#f5feff,107,2.722222222,🗣,2.6,3,Moist Talkers
2385,1.944444444,2.888888889,#ffce0a,107,2.555555556,👟,1.2,3,Shoe Thieves
2386,2.611111111,2.277777778,#bf0043,107,2.611111111,✨,2.0,3,Magic
2387,2.444444444,2.388888889,#8c8d8f,107,2.555555556,🥩,2.1,3,Steaks
2388,2.555555556,2.611111111,#780018,107,2.944444444,💋,2.0,3,Lovers
2389,1.944444444,2.388888889,#3ee652,107,2.333333333,🏝,1.7,3,Fridays
2390,2.055555556,2.444444444,#399d8f,107,3.833333333,🥧,1.5,3,Pies
2391,2.166666667,1.944444444,#2b4075,107,2.555555556,🎸,1.5,3,Garages
2392,1.888888889,2.666666667,#6388ad,107,2.333333333,👐,1.7,3,Jazz Hands
2393,2.277777778,2.166666667,#fffbab,107,2.611111111,🌞,1.4,3,Sunbeams
2394,1.944444444,1.777777778,#8c2a3e,107,2.333333333,🔥,1.4,3,Firefighters
2395,2.944444444,1.611111111,#178f55,107,2.055555556,🍬,2.2,3,Breath Mints
2396,2.277777778,3.166666667,#5c1c1c,107,2.555555556,🐅,2.4,3,Tigers
2397,1.666666667,2.166666667,#67556b,107,2.722222222,🕵,1.2,3,Spies
2398,2.333333333,2.055555556,#d15700,107,2.722222222,🍗,2.3,3,Wild Wings
2399,2.444444444,2.222222222,#593037,107,3.0,🦀,1.9,3,Crabs
2400,1.944444444,1.666666667,#64376e,108,2.333333333,🌮,1.2,3,Tacos
2401,1.944444444,1.833333333,#9141ba,108,2.166666667,🚤,2.4,3,Dale
2402,2.0,2.222222222,#f7d1ff,108,2.666666667,🌹,1.9,3,Flowers
2403,2.222222222,2.833333333,#ffd4d8,108,2.5,📱,2.4,3,Millennials
2404,2.666666667,2.0,#f5feff,108,2.722222222,🗣,2.6,3,Moist Talkers
2405,1.944444444,2.888888889,#ffce0a,108,2.555555556,👟,1.2,3,Shoe Thieves
2406,2.611111111,2.277777778,#bf0043,108,2.611111111,✨,2.0,3,Magic
2407,2.444444444,2.388888889,#8c8d8f,108,2.555555556,🥩,2.1,3,Steaks
2408,2.555555556,2.611111111,#780018,108,2.944444444,💋,2.0,3,Lovers
2409,1.944444444,2.388888889,#3ee652,108,2.333333333,🏝,1.7,3,Fridays
2410,2.055555556,2.444444444,#399d8f,108,3.833333333,🥧,1.5,3,Pies
2411,2.166666667,1.944444444,#2b4075,108,2.555555556,🎸,1.5,3,Garages
2412,1.888888889,2.666666667,#6388ad,108,2.333333333,👐,1.7,3,Jazz Hands
2413,2.277777778,2.166666667,#fffbab,108,2.611111111,🌞,1.4,3,Sunbeams
2414,1.944444444,1.777777778,#8c2a3e,108,2.333333333,🔥,1.4,3,Firefighters
2415,2.944444444,1.611111111,#178f55,108,2.055555556,🍬,2.2,3,Breath Mints
2416,2.277777778,3.166666667,#5c1c1c,108,2.555555556,🐅,2.4,3,Tigers
2417,1.666666667,2.166666667,#67556b,108,2.722222222,🕵,1.2,3,Spies
2418,2.333333333,2.055555556,#d15700,108,2.722222222,🍗,2.3,3,Wild Wings
2419,2.444444444,2.222222222,#593037,108,3.0,🦀,1.9,3,Crabs
2420,1.944444444,1.666666667,#64376e,109,2.333333333,🌮,1.2,3,Tacos
2421,1.944444444,1.833333333,#9141ba,109,2.166666667,🚤,2.4,3,Dale
2422,2.0,2.222222222,#f7d1ff,109,2.666666667,🌹,1.9,3,Flowers
2423,2.222222222,2.833333333,#ffd4d8,109,2.5,📱,2.4,3,Millennials
2424,2.666666667,2.0,#f5feff,109,2.722222222,🗣,2.6,3,Moist Talkers
2425,1.944444444,2.888888889,#ffce0a,109,2.555555556,👟,1.2,3,Shoe Thieves
2426,2.611111111,2.277777778,#bf0043,109,2.611111111,✨,2.0,3,Magic
2427,2.444444444,2.388888889,#8c8d8f,109,2.555555556,🥩,2.1,3,Steaks
2428,2.555555556,2.611111111,#780018,109,2.944444444,💋,2.0,3,Lovers
2429,1.944444444,2.388888889,#3ee652,109,2.333333333,🏝,1.7,3,Fridays
2430,2.055555556,2.444444444,#399d8f,109,3.833333333,🥧,1.5,3,Pies
2431,2.166666667,1.944444444,#2b4075,109,2.555555556,🎸,1.5,3,Garages
2432,1.888888889,2.666666667,#6388ad,109,2.333333333,👐,1.7,3,Jazz Hands
2433,2.277777778,2.166666667,#fffbab,109,2.611111111,🌞,1.4,3,Sunbeams
2434,1.944444444,1.777777778,#8c2a3e,109,2.333333333,🔥,1.4,3,Firefighters
2435,2.944444444,1.611111111,#178f55,109,2.055555556,🍬,2.2,3,Breath Mints
2436,2.277777778,3.166666667,#5c1c1c,109,2.555555556,🐅,2.4,3,Tigers
2437,1.666666667,2.166666667,#67556b,109,2.722222222,🕵,1.2,3,Spies
2438,2.333333333,2.055555556,#d15700,109,2.722222222,🍗,2.3,3,Wild Wings
2439,2.444444444,2.222222222,#593037,109,3.0,🦀,1.9,3,Crabs
2440,1.944444444,1.666666667,#64376e,110,2.333333333,🌮,1.2,3,Tacos
2441,1.944444444,1.833333333,#9141ba,110,2.166666667,🚤,2.4,3,Dale
2442,2.0,2.222222222,#f7d1ff,110,2.666666667,🌹,1.9,3,Flowers
2443,2.222222222,2.833333333,#ffd4d8,110,2.5,📱,2.4,3,Millennials
2444,2.666666667,2.0,#f5feff,110,2.722222222,🗣,2.6,3,Moist Talkers
2445,1.944444444,2.888888889,#ffce0a,110,2.555555556,👟,1.2,3,Shoe Thieves
2446,2.611111111,2.277777778,#bf0043,110,2.611111111,✨,2.0,3,Magic
2447,2.444444444,2.388888889,#8c8d8f,110,2.555555556,🥩,2.1,3,Steaks
2448,2.555555556,2.611111111,#780018,110,2.944444444,💋,2.0,3,Lovers
2449,1.944444444,2.388888889,#3ee652,110,2.333333333,🏝,1.7,3,Fridays
2450,2.055555556,2.444444444,#399d8f,110,3.833333333,🥧,1.5,3,Pies
2451,2.166666667,1.944444444,#2b4075,110,2.555555556,🎸,1.5,3,Garages
2452,1.888888889,2.666666667,#6388ad,110,2.333333333,👐,1.7,3,Jazz Hands
2453,2.277777778,2.166666667,#fffbab,110,2.611111111,🌞,1.4,3,Sunbeams
2454,1.944444444,1.777777778,#8c2a3e,110,2.333333333,🔥,1.4,3,Firefighters
2455,2.944444444,1.611111111,#178f55,110,2.055555556,🍬,2.2,3,Breath Mints
2456,2.277777778,3.166666667,#5c1c1c,110,2.555555556,🐅,2.4,3,Tigers
2457,1.666666667,2.166666667,#67556b,110,2.722222222,🕵,1.2,3,Spies
2458,2.333333333,2.055555556,#d15700,110,2.722222222,🍗,2.3,3,Wild Wings
2459,2.444444444,2.222222222,#593037,110,3.0,🦀,1.9,3,Crabs
2460,1.944444444,1.666666667,#64376e,111,2.333333333,🌮,1.2,3,Tacos
2461,1.944444444,1.833333333,#9141ba,111,2.166666667,🚤,2.4,3,Dale
2462,2.0,2.222222222,#f7d1ff,111,2.666666667,🌹,1.9,3,Flowers
2463,2.222222222,2.833333333,#ffd4d8,111,2.5,📱,2.4,3,Millennials
2464,2.666666667,2.0,#f5feff,111,2.722222222,🗣,2.6,3,Moist Talkers
2465,1.944444444,2.888888889,#ffce0a,111,2.555555556,👟,1.2,3,Shoe Thieves
2466,2.611111111,2.277777778,#bf0043,111,2.611111111,✨,2.0,3,Magic
2467,2.444444444,2.388888889,#8c8d8f,111,2.555555556,🥩,2.1,3,Steaks
2468,2.555555556,2.611111111,#780018,111,2.944444444,💋,2.0,3,Lovers
2469,1.944444444,2.388888889,#3ee652,111,2.333333333,🏝,1.7,3,Fridays
2470,2.055555556,2.444444444,#399d8f,111,3.833333333,🥧,1.5,3,Pies
2471,2.166666667,1.944444444,#2b4075,111,2.555555556,🎸,1.5,3,Garages
2472,1.888888889,2.666666667,#6388ad,111,2.333333333,👐,1.7,3,Jazz Hands
2473,2.277777778,2.166666667,#fffbab,111,2.611111111,🌞,1.4,3,Sunbeams
2474,1.944444444,1.777777778,#8c2a3e,111,2.333333333,🔥,1.4,3,Firefighters
2475,2.944444444,1.611111111,#178f55,111,2.055555556,🍬,2.2,3,Breath Mints
2476,2.444444444,3.166666667,#5c1c1c,111,2.555555556,🐅,2.4,3,Tigers
2477,1.666666667,2.166666667,#67556b,111,2.722222222,🕵,1.2,3,Spies
2478,2.333333333,2.055555556,#d15700,111,2.722222222,🍗,2.3,3,Wild Wings
2479,2.444444444,2.222222222,#593037,111,3.0,🦀,1.9,3,Crabs
2480,1.944444444,1.666666667,#64376e,112,2.333333333,🌮,1.2,3,Tacos
2481,1.944444444,1.833333333,#9141ba,112,2.166666667,🚤,2.4,3,Dale
2482,2.0,2.222222222,#f7d1ff,112,2.666666667,🌹,1.9,3,Flowers
2483,2.222222222,2.833333333,#ffd4d8,112,2.5,📱,2.4,3,Millennials
2484,2.666666667,2.0,#f5feff,112,2.722222222,🗣,2.6,3,Moist Talkers
2485,1.944444444,2.888888889,#ffce0a,112,2.555555556,👟,1.2,3,Shoe Thieves
2486,2.611111111,2.277777778,#bf0043,112,2.611111111,✨,2.0,3,Magic
2487,2.444444444,2.388888889,#8c8d8f,112,2.555555556,🥩,2.1,3,Steaks
2488,2.555555556,2.611111111,#780018,112,2.944444444,💋,2.0,3,Lovers
2489,1.944444444,2.388888889,#3ee652,112,2.333333333,🏝,1.7,3,Fridays
2490,2.055555556,2.444444444,#399d8f,112,3.833333333,🥧,1.5,3,Pies
2491,2.166666667,1.944444444,#2b4075,112,2.555555556,🎸,1.5,3,Garages
2492,1.888888889,2.666666667,#6388ad,112,2.333333333,👐,1.7,3,Jazz Hands
2493,2.277777778,2.166666667,#fffbab,112,2.611111111,🌞,1.4,3,Sunbeams
2494,1.944444444,1.777777778,#8c2a3e,112,2.333333333,🔥,1.4,3,Firefighters
2495,2.944444444,1.611111111,#178f55,112,2.055555556,🍬,2.2,3,Breath Mints
2496,2.444444444,3.166666667,#5c1c1c,112,2.555555556,🐅,2.4,3,Tigers
2497,1.666666667,2.166666667,#67556b,112,2.722222222,🕵,1.2,3,Spies
2498,2.333333333,2.055555556,#d15700,112,2.722222222,🍗,2.3,3,Wild Wings
2499,2.444444444,2.222222222,#593037,112,3.0,🦀,1.9,3,Crabs
2500,1.944444444,1.666666667,#64376e,113,2.333333333,🌮,1.2,3,Tacos
2501,1.944444444,1.833333333,#9141ba,113,2.166666667,🚤,2.4,3,Dale
2502,2.0,2.222222222,#f7d1ff,113,2.666666667,🌹,1.9,3,Flowers
2503,2.222222222,2.833333333,#ffd4d8,113,2.5,📱,2.4,3,Millennials
2504,2.666666667,2.0,#f5feff,113,2.722222222,🗣,2.6,3,Moist Talkers
2505,1.944444444,2.888888889,#ffce0a,113,2.555555556,👟,1.2,3,Shoe Thieves
2506,2.611111111,2.277777778,#bf0043,113,2.611111111,✨,2.0,3,Magic
2507,2.444444444,2.388888889,#8c8d8f,113,2.555555556,🥩,2.1,3,Steaks
2508,2.555555556,2.611111111,#780018,113,2.944444444,💋,2.0,3,Lovers
2509,1.944444444,2.388888889,#3ee652,113,2.333333333,🏝,1.7,3,Fridays
2510,2.055555556,2.444444444,#399d8f,113,3.833333333,🥧,1.5,3,Pies
2511,2.166666667,1.944444444,#2b4075,113,2.555555556,🎸,1.5,3,Garages
2512,1.888888889,2.666666667,#6388ad,113,2.333333333,👐,1.7,3,Jazz Hands
2513,2.277777778,2.166666667,#fffbab,113,2.611111111,🌞,1.4,3,Sunbeams
2514,1.944444444,1.777777778,#8c2a3e,113,2.333333333,🔥,1.4,3,Firefighters
2515,2.944444444,1.611111111,#178f55,113,2.055555556,🍬,2.2,3,Breath Mints
2516,2.444444444,3.166666667,#5c1c1c,113,2.555555556,🐅,2.4,3,Tigers
2517,1.666666667,2.166666667,#67556b,113,2.722222222,🕵,1.2,3,Spies
2518,2.333333333,2.055555556,#d15700,113,2.722222222,🍗,2.3,3,Wild Wings
2519,2.444444444,2.222222222,#593037,113,3.0,🦀,1.9,3,Crabs
2520,1.944444444,1.666666667,#64376e,1,2.5,🌮,1.1,4,Tacos
2521,2.555555556,1.833333333,#9141ba,1,2.166666667,🚤,2.4,4,Dale
2522,2.0,2.222222222,#f7d1ff,1,2.666666667,🌹,1.9,4,Flowers
2523,2.055555556,2.722222222,#ffd4d8,1,2.5,📱,2.4,4,Millennials
2524,3.166666667,2.0,#f5feff,1,2.722222222,🗣,2.6,4,Moist Talkers
2525,1.944444444,2.888888889,#ffce0a,1,2.555555556,👟,1.2,4,Shoe Thieves
2526,2.611111111,2.277777778,#bf0043,1,2.611111111,✨,2.0,4,Magic
2527,2.444444444,2.388888889,#8c8d8f,1,2.555555556,🥩,2.1,4,Steaks
2528,2.555555556,2.611111111,#780018,1,2.944444444,💋,2.0,4,Lovers
2529,2.055555556,1.944444444,#3ee652,1,2.277777778,🏝,1.7,4,Fridays
2530,2.055555556,2.444444444,#399d8f,1,3.833333333,🥧,1.5,4,Pies
2531,2.722222222,2.388888889,#2b4075,1,2.555555556,🎸,2.0,4,Garages
2532,3.111111111,2.722222222,#6388ad,1,2.5,👐,1.7,4,Jazz Hands
2533,2.277777778,2.166666667,#fffbab,1,2.611111111,🌞,1.4,4,Sunbeams
2534,2.611111111,3.222222222,#8c2a3e,1,2.944444444,🔥,2.7,4,Firefighters
2535,2.944444444,2.222222222,#178f55,1,3.0,🍬,1.4,4,Breath Mints
2536,2.611111111,3.277777778,#5c1c1c,1,2.555555556,🐅,3.3,4,Tigers
2537,1.666666667,2.166666667,#67556b,1,2.722222222,🕵,1.2,4,Spies
2538,2.333333333,2.055555556,#d15700,1,2.722222222,🍗,2.3,4,Wild Wings
2539,2.611111111,2.611111111,#593037,1,2.888888889,🦀,1.9,4,Crabs
2540,1.944444444,1.666666667,#64376e,2,2.5,🌮,1.1,4,Tacos
2541,2.555555556,1.833333333,#9141ba,2,2.166666667,🚤,2.4,4,Dale
2542,2.0,2.222222222,#f7d1ff,2,2.666666667,🌹,1.9,4,Flowers
2543,2.055555556,2.722222222,#ffd4d8,2,2.5,📱,2.4,4,Millennials
2544,3.166666667,2.0,#f5feff,2,2.722222222,🗣,2.6,4,Moist Talkers
2545,1.944444444,2.888888889,#ffce0a,2,2.555555556,👟,1.2,4,Shoe Thieves
2546,2.611111111,2.277777778,#bf0043,2,2.611111111,✨,2.0,4,Magic
2547,2.444444444,2.388888889,#8c8d8f,2,2.555555556,🥩,2.1,4,Steaks
2548,2.555555556,2.611111111,#780018,2,2.944444444,💋,2.0,4,Lovers
2549,2.055555556,1.944444444,#3ee652,2,2.277777778,🏝,1.7,4,Fridays
2550,2.055555556,2.444444444,#399d8f,2,3.833333333,🥧,1.5,4,Pies
2551,2.722222222,2.388888889,#2b4075,2,2.555555556,🎸,2.0,4,Garages
2552,3.111111111,2.722222222,#6388ad,2,2.5,👐,1.7,4,Jazz Hands
2553,2.277777778,2.166666667,#fffbab,2,2.611111111,🌞,1.4,4,Sunbeams
2554,2.611111111,3.222222222,#8c2a3e,2,2.944444444,🔥,2.7,4,Firefighters
2555,2.944444444,2.222222222,#178f55,2,3.0,🍬,1.4,4,Breath Mints
2556,2.611111111,3.277777778,#5c1c1c,2,2.555555556,🐅,3.3,4,Tigers
2557,1.666666667,2.166666667,#67556b,2,2.722222222,🕵,1.2,4,Spies
2558,2.333333333,2.055555556,#d15700,2,2.722222222,🍗,2.3,4,Wild Wings
2559,2.611111111,2.611111111,#593037,2,2.888888889,🦀,1.9,4,Crabs
2560,1.944444444,1.666666667,#64376e,3,2.5,🌮,1.1,4,Tacos
2561,2.555555556,1.833333333,#9141ba,3,2.166666667,🚤,2.4,4,Dale
2562,2.0,2.222222222,#f7d1ff,3,2.666666667,🌹,1.9,4,Flowers
2563,2.055555556,2.722222222,#ffd4d8,3,2.5,📱,2.4,4,Millennials
2564,3.166666667,2.0,#f5feff,3,2.722222222,🗣,2.6,4,Moist Talkers
